Employee ID,Name,Base Salary,HRA,Bonus,Deductions,Income Tax
393,Raymond Brown,37140.36,7428.07,4537.23,2590.55,4651.51
394,Jennifer Hull,87663.44,17532.69,7670.37,3914.8,10895.17
395,Jessica Murray,62700.87,12540.17,8976.73,2045.73,8217.2
396,Christopher Woods,55051.97,11010.39,9052.38,2696.06,7241.87
397,Joshua Hernandez,92478.13,18495.63,8475.81,1704.85,11774.47
398,Raymond Miller,101477.69,20295.54,9407.51,2376.93,12880.38
399,Kimberly Pacheco,114455.35,22891.07,5427.83,1777.01,14099.72
400,Kenneth Reid,56605.32,11321.06,4546.46,4453.96,6801.89
401,Jonathan Harding,45011.32,9002.26,6157.22,1591.6,5857.92
402,Teresa Curtis,103562.42,20712.48,2909.44,1397.0,12578.73
403,Marissa Taylor,86348.52,17269.7,5887.92,1353.81,10815.23
404,Janet Sweeney,108511.34,21702.27,7390.56,1941.05,13566.31
405,Mary Roy,69673.9,13934.78,6761.7,1528.82,8884.16
406,Jaime Frank,109339.5,21867.9,4808.72,3892.55,13212.36
407,Tina White,86673.92,17334.78,3012.53,4437.74,10258.35
408,Jessica Alvarez,110794.16,22158.83,5422.39,3370.1,13500.53
409,Ann Abbott,102375.57,20475.11,2857.82,4786.33,12092.22
410,Michael Kelley,103384.11,20676.82,6087.19,1372.96,12877.52
411,Kelly Golden,113928.78,22785.76,4564.6,4692.46,13658.67
412,Shannon Lawrence,71538.12,14307.62,6981.22,2075.8,9075.12
413,Kimberly Schmidt,35441.05,7088.21,2943.99,3076.63,4239.66
414,Albert Whitehead DDS,63495.8,12699.16,2948.42,3453.49,7568.99
415,Tracy Cooper,72893.86,14578.77,3674.49,1866.83,8928.03
416,John Jones,36338.78,7267.76,6290.18,3364.44,4653.23
417,John Gaines,84322.54,16864.51,7097.09,4342.73,10394.14
418,Sara Brown,53555.82,10711.16,3436.01,1633.25,6606.97
419,Brandy Edwards,58231.03,11646.21,5804.85,1888.95,7379.31
420,Clinton Peterson,89226.52,17845.3,9397.26,4616.95,11185.21
421,Cheryl Griffin,63642.64,12728.53,8155.24,2476.61,8204.98
422,Erica Figueroa,55727.79,11145.56,6055.47,1097.06,7183.18
423,Lauren Beltran,104381.19,20876.24,2310.49,4806.78,12276.11
424,Marcus Ramos,32517.97,6503.59,2152.33,2372.18,3880.17
425,Christopher Valenzuela,116286.93,23257.39,8519.35,1364.96,14669.87
426,Matthew Curtis,50823.48,10164.7,2285.02,1287.39,6198.58
427,Lance Taylor,48835.19,9767.04,3218.95,4349.11,5747.21
428,Kevin Gamble,98209.14,19641.83,9146.22,4371.99,12262.52
429,Adam Cooper,64913.1,12982.62,3923.77,2025.29,7979.42
430,Kathryn Dunn,108014.21,21602.84,6776.53,2902.2,13349.14
431,Kenneth Jackson,38030.65,7606.13,3720.52,4397.52,4495.98
432,Megan Shaw,35567.33,7113.47,7737.71,1298.32,4912.02
433,Gina Berry,114158.12,22831.62,2116.37,2982.26,13612.38
434,Bradley Brown,89629.95,17925.99,6797.39,2219.39,11213.39
435,Jasmine Moore,56025.32,11205.06,7813.53,2163.07,7288.08
436,Manuel Bowman,92004.94,18400.99,4895.11,4112.85,11118.82
437,Joshua Webb,72704.59,14540.92,4516.85,1414.71,9034.76
438,Donna Miller,84494.89,16898.98,5876.58,2094.26,10517.62
439,Dr. Amy Delgado DVM,97876.25,19575.25,6552.15,4594.43,11940.92
440,Brenda Sanford,48160.75,9632.15,4962.29,1147.65,6160.75
441,Gregory Palmer,40621.28,8124.26,9004.72,4884.22,5286.6
442,Meredith Mcdowell,61446.24,12289.25,5159.29,4494.53,7440.02
443,Marie Morgan,40662.64,8132.53,3677.46,4351.6,4812.1
444,Sharon Jackson,111731.26,22346.25,8739.1,4533.78,13828.28
445,Katie Moreno,100141.9,20028.38,5252.65,3186.8,12223.61
446,Daniel Griffith,118352.53,23670.51,7144.85,4102.14,14506.58
447,Frank Thomas,34955.06,6991.01,2030.2,2362.34,4161.39
448,Richard Coleman,62205.7,12441.14,7105.28,2443.37,7930.88
449,Charles Valenzuela,84436.41,16887.28,2062.78,1531.12,10185.54
450,Summer Greene,43808.82,8761.76,5064.07,4133.36,5350.13
451,Tara Ferguson,52261.36,10452.27,7729.86,1264.42,6917.91
452,Elizabeth Leon,105111.74,21022.35,6608.51,3281.06,12946.15
453,Samantha Allen,86760.41,17352.08,4592.22,3006.72,10569.8
454,William Murphy,31324.53,6264.91,3369.62,4789.0,3617.01
455,Colin Mendoza,98632.13,19726.43,9594.81,4730.78,12322.26
456,Brittany Hayes,59701.49,11940.3,9622.76,4457.06,7680.75
457,Courtney Castro,42117.06,8423.41,6070.49,1025.19,5558.58
458,Craig Colon,100201.0,20040.2,7667.72,4953.63,12295.53
459,Sara Jones,102573.08,20514.62,2910.26,2738.95,12325.9
460,Kimberly Thomas,114572.68,22914.54,6550.71,1012.83,14302.51
461,Brenda Mccarty,88047.97,17609.59,2750.03,3504.54,10490.31
462,David Lee,70294.68,14058.94,6280.42,2766.25,8786.78
463,Daniel Burch,119466.34,23893.27,2663.07,3237.94,14278.47
464,Hannah Rivera,78874.78,15774.96,7203.54,3522.17,9833.11
465,Lynn Hines,49113.81,9822.76,5278.18,1808.9,6240.59
466,Laura Carter,72565.49,14513.1,4031.42,2411.93,8869.81
467,April Johnson,81869.87,16373.97,3400.73,2236.61,9940.8
468,Thomas Taylor,102617.36,20523.47,6068.23,2011.7,12719.74
469,Rebecca Howe,74043.64,14808.73,3379.38,4295.97,8793.58
470,Brianna Myers,62207.74,12441.55,2503.3,4350.72,7280.19
471,Matthew Powell,99799.09,19959.82,3705.64,2613.3,12085.12
472,Shawn Briggs,104413.78,20882.76,2194.68,3462.62,12402.86
473,Paul Hess,115128.51,23025.7,9794.45,4554.22,14339.44
474,Patrick Gonzalez,62701.29,12540.26,9910.38,1557.23,8359.47
475,Paul Meyers,35906.54,7181.31,6761.3,1382.55,4846.66
476,Ethan Grant,55971.28,11194.26,8631.4,2970.81,7282.61
477,Robert Simon,92363.65,18472.73,3355.15,4340.48,10985.1
478,John Dennis,49079.6,9815.92,8620.28,2325.27,6519.05
479,Ryan Flores,46233.92,9246.78,2008.63,1915.96,5557.34
480,Mr. Paul Jimenez,95395.0,19079.0,2688.31,1930.38,11523.19
481,Lisa Stark,47064.65,9412.93,5229.76,2689.08,5901.83
482,Alexander Gill,77633.68,15526.74,3610.74,4898.33,9187.28
483,James Lam,79112.65,15822.53,2102.96,4440.9,9259.72
484,Jeffrey Mercer,59059.03,11811.81,5889.88,2614.0,7414.67
485,Nancy Williams,59838.36,11967.67,4714.13,1080.12,7544.0
486,Laura Sanchez,99361.13,19872.23,8155.87,2893.42,12449.58
487,Shelby Nguyen,81529.48,16305.9,8732.58,3664.7,10290.33
488,Mrs. Leslie Robinson,82486.53,16497.31,6063.28,3506.96,10154.02
489,Steven Snyder,75408.07,15081.61,7019.98,4468.36,9304.13
490,Alexis Lopez,97133.22,19426.64,9218.24,3695.86,12208.22
491,Nicole Cooper,53096.37,10619.27,9767.03,4479.22,6900.35
492,Elizabeth Cantrell,78159.63,15631.93,3660.0,3953.66,9349.79
493,John Camacho,95700.03,19140.01,6488.93,2208.14,11912.08
494,Eddie Evans,35239.27,7047.85,9826.11,2840.8,4927.24
495,Kelly Price,42518.29,8503.66,2761.6,4538.58,4924.5
496,Karen Bond,77932.03,15586.41,5930.88,1952.67,9749.67
497,Nichole Reyes,35251.77,7050.35,5141.96,2759.05,4468.5
498,Eric Garcia,91531.44,18306.29,9995.47,2156.91,11767.63
499,David Hansen,111537.28,22307.46,6163.82,3201.54,13680.7
500,Emily Burke,30640.98,6128.2,2293.83,2408.51,3665.45
501,Shannon Ford,31579.72,6315.94,3642.83,3520.23,3801.83
502,Sandra Smith,35660.47,7132.09,6485.34,2509.75,4676.81
503,Sara Booth,111269.86,22253.97,2321.38,3599.48,13224.57
504,Cory King,70402.04,14080.41,8068.15,2376.74,9017.39
505,Jason Silva,57423.24,11484.65,5448.88,4468.98,6988.78
506,Brian Woods,82469.43,16493.89,9371.24,4305.0,10402.96
507,Maurice Mccarthy,110907.76,22181.55,4650.84,2794.41,13494.57
508,Alexis Ramirez,30284.19,6056.84,4427.34,2516.13,3825.22
509,Anthony Duran,56097.7,11219.54,6527.43,4325.53,6951.91
510,Keith Smith,107415.88,21483.18,9173.88,4239.5,13383.34
511,Tony Martin,107310.97,21462.19,9453.43,1544.45,13668.21
512,Joseph Schmidt,117686.75,23537.35,2951.35,4846.25,13932.92
513,William Lewis,65408.02,13081.6,4826.56,1618.15,8169.8
514,Sandra Benson,48333.54,9666.71,4854.4,4974.5,5788.02
515,Samuel Hughes,89309.1,17861.82,6684.71,2500.46,11135.52
516,Brett Nelson,72675.49,14535.1,2645.19,1782.34,8807.34
517,Ashley Barnes,35738.22,7147.64,3127.57,1761.3,4425.21
518,Kendra Rowe,115429.3,23085.86,7059.58,2621.64,14295.31
519,Taylor Black,96270.11,19254.02,3895.07,3026.66,11639.25
520,Travis Watts,93119.29,18623.86,7751.33,4921.69,11457.28
521,Rachel Jefferson,70705.0,14141.0,6910.59,1137.13,9061.95
522,Jesus Ramos,109720.64,21944.13,4467.28,3294.85,13283.72
523,Stephanie Williams,117662.15,23532.43,5386.45,3877.22,14270.38
524,John Wolf,86015.9,17203.18,6454.33,3718.11,10595.53
525,Kevin Richards,116035.28,23207.06,4146.68,2327.09,14106.19
526,Theresa Pierce,49057.46,9811.49,5030.77,3838.04,6006.17
527,Barbara Long,115545.28,23109.06,7174.54,4152.69,14167.62
528,Mrs. Erin Williams,53559.34,10711.87,6453.03,3666.69,6705.76
529,Austin Fleming,106108.04,21221.61,6546.05,1397.65,13247.81
530,Claire Tucker,35631.36,7126.27,5504.31,3259.83,4500.21
531,Linda Rose,42286.73,8457.35,5116.63,2586.65,5327.41
532,Traci Kirk,53997.48,10799.5,2930.87,2292.97,6543.49
533,Jennifer Barrett,105447.38,21089.48,9621.95,1347.1,13481.17
534,Cory Pham,36843.53,7368.71,4437.89,3028.78,4562.14
535,Jeffrey Cummings,53993.32,10798.66,3184.45,1039.1,6693.73
536,Natasha Meyers,76140.44,15228.09,7990.57,3784.15,9557.5
537,Daniel Miller,62908.96,12581.79,2866.98,1271.62,7708.61
538,Laura Daniels,75017.26,15003.45,2470.08,1377.23,9111.36
539,Daniel Harrington,97685.66,19537.13,9245.75,1100.73,12536.78
540,Christina Andrade,54953.83,10990.77,6804.2,3063.48,6968.53
541,Melissa Patterson,104179.9,20835.98,8182.22,4206.32,12899.18
542,Cheryl Jackson,95605.78,19121.16,5911.87,1106.15,11953.27
543,Donna Ali,95135.07,19027.01,4965.35,2088.65,11703.88
544,Melissa Thornton,45004.09,9000.82,5962.12,3829.59,5613.74
545,Lynn Taylor DDS,62537.99,12507.6,5099.1,2718.31,7742.64
546,Crystal Adams,101640.74,20328.15,3202.34,3582.25,12158.9
547,Jennifer Leon,65773.03,13154.61,3944.85,2672.22,8020.03
548,Hannah Morton,36960.28,7392.06,3088.07,3607.76,4383.26
549,Michael Holt,111653.54,22330.71,2813.49,2841.47,13395.63
550,Christian Reyes,62083.91,12416.78,9333.85,4872.62,7896.19
551,Krista Davis,87664.59,17532.92,8349.68,3904.33,10964.29
552,Alicia Carroll,115881.02,23176.2,2795.4,2982.32,13887.03
553,Sarah Curtis,48824.0,9764.8,7968.2,1090.78,6546.62
554,Lisa Gonzalez,97488.45,19497.69,7718.05,3818.26,12088.59
555,Joel Smith,89220.3,17844.06,6205.57,3847.52,10942.24
556,Dr. Leslie Love,48147.56,9629.51,6132.16,2758.99,6115.02
557,Douglas Rosales,92461.04,18492.21,5952.62,1333.46,11557.24
558,Katherine Calderon,57547.25,11509.45,9894.65,2364.77,7658.66
559,Stacie Hanson,109313.61,21862.72,4465.53,1664.55,13397.73
560,Larry Jones,66498.77,13299.75,5526.57,1104.67,8422.04
561,David Bridges,112770.18,22554.04,2817.51,2337.37,13580.44
562,Matthew Mitchell,37834.56,7566.91,4009.28,1353.27,4805.75
563,Meghan Watkins,92694.2,18538.84,5985.21,2907.57,11431.07
564,David Barajas,92565.58,18513.12,4650.26,2029.16,11369.98
565,Amy King,71210.45,14242.09,8417.78,2450.24,9142.01
566,Steven Williams,64556.14,12911.23,9205.31,4545.15,8212.75
567,Daniel Hoffman,53833.87,10766.77,3675.41,1100.23,6717.58
568,Ashley Price,31938.23,6387.65,6339.14,4466.69,4019.83
569,Jonathan Benson,52015.83,10403.17,2740.97,4961.08,6019.89
570,Betty Myers,30137.32,6027.46,4990.32,4634.65,3652.05
571,Brandon Stone,61758.94,12351.79,4361.06,2716.15,7575.56
572,Carlos Dunn,89192.6,17838.52,7302.41,3275.77,11105.78
573,Randall Carroll,64418.23,12883.65,3931.29,2965.79,7826.74
574,Anthony Johnson,117211.38,23442.28,6404.94,4396.24,14266.24
575,Tracy Patel,66676.53,13335.31,8469.39,1980.63,8650.06
576,Dawn Ray,55954.37,11190.87,2968.14,4614.66,6549.87
577,Mr. Cody Blackwell,45727.08,9145.42,8174.76,1291.54,6175.57
578,Matthew Anderson,112104.45,22420.89,9015.85,3346.81,14019.44
579,Mr. Marcus Evans,58483.99,11696.8,7851.07,1708.74,7632.31
580,Austin Trujillo,52927.27,10585.45,2493.51,2437.83,6356.84
581,Christina Massey,47711.37,9542.27,2161.34,1390.32,5802.47
582,Megan Neal,64643.83,12928.77,5103.05,4003.24,7867.24
583,Dr. Shannon Wright MD,95502.34,19100.47,2577.0,4809.19,11237.06
584,Ronald Smith,58162.12,11632.42,8392.86,4802.58,7338.48
585,Alicia Huerta,49406.95,9881.39,6769.31,2022.51,6403.51
586,Kimberly Moon,103699.39,20739.88,2768.67,4702.53,12250.54
587,Lacey Butler,68841.95,13768.39,7578.15,4409.19,8577.93
588,Deborah Harris,113791.38,22758.28,8832.26,3252.01,14212.99
589,Nicole Kennedy,49241.96,9848.39,6359.8,1521.83,6392.83
590,Rachel Fisher,40897.9,8179.58,8326.32,1684.01,5571.98
591,Jean Williams,51617.78,10323.56,7051.85,1539.13,6745.41
592,Shawn Thompson,84729.01,16945.8,7723.68,3884.99,10551.35
593,Joshua Barnes DDS,50627.98,10125.6,7721.78,2743.4,6573.2
594,Joshua Rice,81429.88,16285.98,3643.3,3777.19,9758.2
595,Emily Whitaker,56519.47,11303.89,7181.23,2569.76,7243.48
596,Brandon Cunningham,87586.78,17517.36,6563.99,4422.05,10724.61
597,Tara Ramirez,103967.65,20793.53,4276.55,1499.09,12753.86
598,Vicki Marshall,52404.03,10480.81,3497.42,1908.85,6447.34
599,Samantha Moran,63730.38,12746.08,8737.95,4845.63,8036.88
600,Kelly Trevino,64908.69,12981.74,5388.27,3556.36,7972.23
601,Jose Sanders,48484.45,9696.89,9620.12,2015.79,6578.57
602,Jeremy Lopez,54967.04,10993.41,9253.91,2985.04,7222.93
603,Christian Torres,111624.1,22324.82,8506.52,4238.01,13821.74
604,Eric Melendez,44473.96,8894.79,8211.68,1694.04,5988.64
605,Heather Collins,58099.58,11619.92,6379.04,3939.27,7215.93
606,Scott Trujillo,95179.11,19035.82,8444.3,2000.5,12065.87
607,Kristin Smith,104889.95,20977.99,4958.64,2725.99,12810.06
608,Danielle Hancock,70415.04,14083.01,5857.47,4002.8,8635.27
609,Misty Shaw,63945.56,12789.11,9692.57,1067.8,8535.94
610,Nicholas Moore,80101.17,16020.23,2864.26,3201.04,9578.46
611,Paula Vega,66608.92,13321.78,2881.4,4871.03,7794.11
612,Kristen Turner,55900.46,11180.09,3766.79,4073.5,6677.38
613,Jacob Johnson,80804.36,16160.87,8635.91,3050.21,10255.09
614,Carla Tate,88086.59,17617.32,7602.58,4844.9,10846.16
615,Edwin Gonzalez,41442.48,8288.5,9201.6,1978.34,5695.42
616,Maria Gonzalez,106265.44,21253.09,5402.18,4067.38,12885.33
617,Ryan Thompson,40121.82,8024.36,5702.47,4348.36,4950.03
618,Julia Rivera,107660.94,21532.19,5040.52,3555.6,13067.81
619,Pamela Jacobs,68825.4,13765.08,3470.28,1900.17,8416.06
620,Donna Gonzalez,97332.86,19466.57,2930.27,4239.17,11549.05
621,Rickey Bolton,103709.31,20741.86,4731.86,3028.56,12615.45
622,Colin Hays,78005.72,15601.14,5296.49,4213.02,9469.03
623,Andrea Cruz,42515.33,8503.07,8335.92,3422.96,5593.14
624,Justin Parker,37819.37,7563.87,7256.58,3602.88,4903.69
625,Angelica Cline,119770.51,23954.1,2679.41,4857.32,14154.67
626,Mark Nelson,53296.06,10659.21,8235.36,3838.16,6835.25
627,Vanessa Jarvis,118729.41,23745.88,5776.86,4717.22,14353.49
628,Jeremy Johnson,39990.19,7998.04,5899.75,4259.81,4962.82
629,Kelly Armstrong,102755.37,20551.07,5195.36,4058.76,12444.3
630,Amy Garcia,114943.45,22988.69,8465.99,4181.49,14221.66
631,Mr. Justin Lynn,32442.91,6488.58,9243.49,2733.37,4544.16
632,Michele Oneal,72674.96,14534.99,7513.99,4137.1,9058.68
633,Melanie Gonzales,66691.48,13338.3,2678.94,1591.68,8111.7
634,Christopher Morgan,116295.46,23259.09,7573.91,3836.21,14329.23
635,Justin Kim,106671.73,21334.35,4209.12,4048.6,12816.66
636,Christopher Montoya,50547.58,10109.52,7146.94,2438.78,6536.53
637,Brandon David,114991.68,22998.34,4281.79,2479.82,13979.2
638,Ryan Brown,89143.38,17828.68,9512.48,4883.21,11160.13
639,Christine Blair,35164.0,7032.8,4846.45,4314.45,4272.88
640,Casey Thomas,94112.5,18822.5,3457.99,2228.23,11416.48
641,Adam Townsend,78726.33,15745.27,8942.33,2223.0,10119.09
642,Jennifer Church,32269.03,6453.81,6945.06,1152.02,4451.59
643,Courtney Brown,103978.3,20795.66,5408.43,1079.69,12910.27
644,Andrea Hernandez,56451.01,11290.2,3302.85,2709.02,6833.5
645,Christopher Edwards,44873.61,8974.72,3361.08,1828.86,5538.06
646,Curtis Mitchell,81231.6,16246.32,8184.42,3777.63,10188.47
647,William Spears,62057.12,12411.42,9308.64,2767.38,8100.98
648,Sandy Wood,65668.73,13133.75,2869.93,3675.09,7799.73
649,Carolyn Davidson,65159.98,13032.0,6990.39,1944.77,8323.76
650,Lisa Rice,67354.39,13470.88,2976.46,3406.09,8039.56
651,Karen Shaw,108430.8,21686.16,5887.25,2579.46,13342.48
652,Kristen Gilbert,68040.04,13608.01,5913.8,3354.19,8420.77
653,Rachel Sellers,69359.46,13871.89,8865.78,2986.24,8911.09
654,Mr. James Wright III,119526.75,23905.35,8194.37,2585.95,14904.05
655,Valerie Turner,114568.58,22913.72,9629.1,1318.32,14579.31
656,Rachel Gardner,41564.99,8313.0,3650.53,1128.13,5240.04
657,Joshua Williams,98220.11,19644.02,8190.55,2764.98,12328.97
658,Jessica Robertson,34723.53,6944.71,7985.5,1374.61,4827.91
659,Cynthia Patterson,33725.87,6745.17,6158.19,4701.23,4192.8
660,Pamela Smith,83503.59,16700.72,3148.03,3660.03,9969.23
661,Kelly Kelly,71502.64,14300.53,9981.25,2574.66,9320.98
662,Paul Phelps,111066.58,22213.32,8205.89,3209.97,13827.58
663,Jessica Schmidt,65154.03,13030.81,2809.39,3729.87,7726.44
664,Jared Rose,30837.32,6167.46,4807.14,4291.45,3752.05
665,Dr. Scott Rogers DDS,56155.9,11231.18,7471.28,3422.97,7143.54
666,Spencer Chen,64965.6,12993.12,4203.53,3728.23,7843.4
667,Susan Smith,56364.32,11272.86,3360.26,4415.3,6658.21
668,Shawn Acosta,108569.71,21713.94,4286.02,3014.28,13155.54
669,Adam Brown,110281.26,22056.25,4762.44,4988.99,13211.1
670,Nicholas Martinez,92034.77,18406.95,9339.56,4069.22,11571.21
671,Michael Mullins,44967.44,8993.49,9073.45,3543.46,5949.09
672,Christian Brown,66452.77,13290.55,9079.03,4391.5,8443.09
673,Michael Jenkins,88706.24,17741.25,6664.02,4763.49,10834.8
674,Robert Alvarez,96051.24,19210.25,6674.58,3130.53,11880.55
675,Willie Cline,95118.27,19023.65,7824.36,1671.46,12029.48
676,Melissa Russell,48483.54,9696.71,4115.93,4194.79,5810.14
677,Evelyn Obrien,66997.66,13399.53,9960.4,4409.71,8594.79
678,Richard Williams,53945.61,10789.12,5797.18,3433.87,6709.8
679,David Alexander,54663.11,10932.62,6646.96,4977.4,6726.53
680,John Richard,61898.94,12379.79,4281.31,2906.16,7565.39
681,Katie Arnold,71794.97,14358.99,2026.95,2877.28,8530.36
682,Tyler Williams,60526.17,12105.23,2820.88,1285.65,7416.66
683,Dr. Michelle Woods,81020.48,16204.1,2960.61,2970.79,9721.44
684,Ashley Reed,60725.53,12145.11,9124.43,3900.87,7809.42
685,Jenny Velez,52795.84,10559.17,8441.81,2169.26,6962.76
686,Laurie Davis,81976.19,16395.24,3180.42,3710.18,9784.17
687,Mark Howard,39225.49,7845.1,7343.41,4528.03,4988.6
688,Joseph Johnson,59466.31,11893.26,8114.36,4555.79,7491.81
689,Doris Davis,48474.2,9694.84,8417.08,3023.35,6356.28
690,Jared Lynch,90621.19,18124.24,5370.48,1338.42,11277.75
691,Adrian Hicks,40422.12,8084.42,7499.99,3232.87,5277.37
692,Geoffrey Wright,114804.01,22960.8,9010.42,1633.5,14514.17
693,Lori Payne,104662.76,20932.55,7796.83,1967.0,13142.51
694,Charlotte Robertson,65555.63,13111.13,6105.14,2515.38,8225.65
695,Kyle Powell,46092.0,9218.4,9332.78,2280.67,6236.25
696,Laura Williams,86007.27,17201.45,5327.79,2947.13,10558.94
697,Marcus Morgan,80142.39,16028.48,9652.0,2010.66,10381.22
698,Aaron Herrera,66966.21,13393.24,6456.06,4790.96,8202.45
699,Craig Moore,66827.83,13365.57,7431.81,2979.1,8464.61
700,Samantha Bell,92864.93,18572.99,9851.52,2949.5,11833.99
701,Angel Weaver,39452.29,7890.46,4281.71,2262.31,4936.22
702,Michael Orr,33565.89,6713.18,6730.31,3483.79,4352.56
703,Shannon Dean,106355.87,21271.17,5366.1,4199.56,12879.36
704,Mary Green,81241.43,16248.29,9175.27,4820.97,10184.4
705,Robin Douglas,39980.77,7996.15,9095.89,3314.67,5375.81
706,Sandra Lowe,84442.73,16888.55,2086.49,3962.22,9945.56
707,Jeffery Mckay,32073.87,6414.77,2640.58,2610.81,3851.84
708,Hunter Rodriguez,39009.32,7801.86,2553.4,4448.36,4491.62
709,Mario Petersen,102976.46,20595.29,6173.39,4029.04,12571.61
710,Don Hicks,72335.66,14467.13,7229.59,3872.16,9016.02
711,Jessica Scott,79093.15,15818.63,6401.59,2471.31,9884.21
712,Angela Wilson,92030.8,18406.16,7173.43,3903.67,11370.67
713,Thomas Glass,45365.3,9073.06,8764.98,2774.2,6042.91
714,Randy Ramirez,69447.6,13889.52,9251.54,2357.17,9023.15
715,Frederick Suarez,33688.74,6737.75,9105.52,1447.76,4808.42
716,Charles Gould,36363.7,7272.74,4632.09,1848.37,4642.02
717,Catherine Chung,32312.3,6462.46,3449.35,2581.25,3964.29
718,Joanne Coleman,87039.51,17407.9,8753.83,4940.81,10826.04
719,Alice Newman,92175.51,18435.1,5087.67,2713.79,11298.45
720,Kimberly Jones,68527.65,13705.53,2285.06,1285.79,8323.25
721,Holly Frost,38215.88,7643.18,8457.04,3698.59,5061.75
722,Johnathan Reed,31674.29,6334.86,8546.22,1819.24,4473.61
723,Mr. Michael Flynn,97965.3,19593.06,4216.4,2203.02,11957.17
724,Amanda Bradshaw,119627.33,23925.47,6733.0,2803.23,14748.26
725,Clayton Brooks,105889.55,21177.91,4855.96,1727.88,13019.55
726,Eileen Wagner,34934.14,6986.83,5100.8,3087.45,4393.43
727,Joan Rollins,80850.47,16170.09,9088.94,4261.24,10184.83
728,Brett Thompson,114331.42,22866.28,2847.67,4705.83,13533.95
729,Dr. Rebekah Vaughn,103229.39,20645.88,3252.4,3720.65,12340.7
730,Thomas Hill,32144.09,6428.82,7994.5,3478.97,4308.84
731,Michael Hubbard,68015.16,13603.03,8184.15,3628.01,8617.43
732,Christopher Hernandez,116732.94,23346.59,8353.47,2737.22,14569.58
733,Patricia Carter,103291.56,20658.31,4770.36,4413.81,12430.64
734,Jared Hahn,106707.91,21341.58,3027.41,4410.82,12666.61
735,Sarah Weber,48323.71,9664.74,6748.78,3806.9,6093.03
736,Tiffany Tucker,103691.82,20738.36,3741.49,4591.95,12357.97
737,Susan Barnett,48357.15,9671.43,5007.92,1385.08,6165.14
738,John York,43406.84,8681.37,4572.09,4342.25,5231.81
739,Stephanie Reynolds,105153.34,21030.67,2770.28,2594.02,12636.03
740,Nancy Perez,50685.79,10137.16,7227.13,2434.56,6561.55
741,Amy Martinez,57355.26,11471.05,3854.71,2831.57,6984.94
742,Deborah Molina,63931.39,12786.28,2820.08,3772.33,7576.54
743,Mckenzie Cooper,116186.58,23237.32,6408.32,4448.36,14138.39
744,Kristin Chavez,36033.85,7206.77,4778.76,3735.35,4428.4
745,Linda Moody,97968.31,19593.66,5065.26,1601.55,12102.57
746,John Nash,105455.91,21091.18,7904.5,1497.77,13295.38
747,Joanna Watson,108390.17,21678.03,3603.47,2538.6,13113.31
748,Renee Frey,59155.43,11831.09,3158.94,3875.12,7027.03
749,Philip Bartlett,76361.76,15272.35,4336.86,3878.07,9209.29
750,Tami Casey,101279.21,20255.84,5330.41,3032.25,12383.32
751,Robert Newton,88181.4,17636.28,4736.01,3084.9,10746.88
752,Zachary Fisher,44393.56,8878.71,9914.56,2515.93,6067.09
753,Samantha Anderson,66790.13,13358.03,6135.53,1926.19,8435.75
754,Todd Walls,100272.75,20054.55,8287.65,2546.23,12606.87
755,Anna Blanchard,30090.9,6018.18,8570.36,1070.46,4360.9
756,Ms. Emma Jones,30581.87,6116.37,6162.85,4152.47,3870.86
757,John Baxter,87195.22,17439.04,8373.42,4100.91,10890.68
758,Jean Mills,99390.55,19878.11,4103.8,3537.7,11983.48
759,Laurie Scott,80487.02,16097.4,2370.54,2097.56,9685.74
760,Jonathan Howell,83765.93,16753.19,9788.32,4765.69,10554.18
761,Troy Francis,83948.73,16789.75,9582.04,2071.05,10824.95
762,Marie Barnes,86759.08,17351.82,4709.4,1707.31,10711.3
763,Lindsay Parker,56980.78,11396.16,2240.91,4475.89,6614.2
764,Bonnie Fitzpatrick,99405.05,19881.01,5625.03,4633.18,12027.79
765,Donald Lambert,44738.14,8947.63,4647.49,3364.37,5496.89
766,Madison Cox,61739.72,12347.94,3521.47,3623.49,7398.56
767,David Jenkins,113266.48,22653.3,7735.16,4256.26,13939.87
768,Sarah Goodwin,64938.05,12987.61,3926.88,4093.98,7775.86
769,Brittany Horne,35635.34,7127.07,3632.76,3056.78,4333.84
770,Robert Graham,113425.79,22685.16,9469.05,3725.82,14185.42
771,Jason Mata,69606.99,13921.4,8753.06,3787.38,8849.41
772,Brittany Pierce,73014.27,14602.85,5107.41,2907.46,8981.71
773,Cheyenne Gonzalez,82509.09,16501.82,8109.52,3361.78,10375.87
774,Jason Moyer,108671.91,21734.38,7323.24,2532.89,13519.66
775,Mike Fowler,87477.54,17495.51,6642.85,3223.28,10839.26
776,Victor Taylor,93942.74,18788.55,3938.23,2791.45,11387.81
777,John Atkins,81275.08,16255.02,2852.6,3176.09,9720.66
778,Angela Ray,69748.79,13949.76,9915.0,4873.09,8874.05
779,Danielle Clark,80569.83,16113.97,4421.53,1074.17,10003.12
780,Amanda Wagner,61760.08,12352.02,4590.84,4933.13,7376.98
781,Scott Robinson,31015.2,6203.04,8147.68,4647.29,4071.86
782,John Knight,86865.84,17373.17,4823.11,3851.49,10521.06
783,William Patrick,57703.83,11540.77,8412.91,1557.75,7609.98
784,Donna Robinson,92346.89,18469.38,5190.44,1998.91,11400.78
785,Anthony Peters,84739.16,16947.83,9947.2,1537.97,11009.62
